"","ACC_cutoff","RT_min","RT_max","RT_sd_cutoff","split_by","averaging_method","estimate","low","high","nPar","nTrial","nTrialperPar","pPar","pTrial","task","measure"
"120",0.9,0,3000,2,"trial","mean",0.73668,0.65346,0.80654,107,22582,211.046728971963,1,0.879361370716511,"Stroop_1","internal_consistency"
"121",0,100,3000,2,"trial","mean",0.73323,0.64198,0.80875,107,22561,210.85046728972,1,0.878543613707165,"Stroop_1","internal_consistency"
"122",0.8,100,3000,2,"trial","mean",0.72951,0.64118,0.80486,107,22561,210.85046728972,1,0.878543613707165,"Stroop_1","internal_consistency"
"123",0.9,100,3000,2,"trial","mean",0.73577,0.6403,0.80936,107,22561,210.85046728972,1,0.878543613707165,"Stroop_1","internal_consistency"
"124",0,200,3000,2,"trial","mean",0.71381,0.61093,0.79591,107,22545,210.700934579439,1,0.877920560747664,"Stroop_1","internal_consistency"
"125",0.8,200,3000,2,"trial","mean",0.71456,0.61158,0.80128,107,22545,210.700934579439,1,0.877920560747664,"Stroop_1","internal_consistency"
"126",0.9,200,3000,2,"trial","mean",0.71403,0.61236,0.80462,107,22545,210.700934579439,1,0.877920560747664,"Stroop_1","internal_consistency"
"127",0,0,2000,3,"trial","mean",0.68435,0.57954,0.76696,107,23183,216.663551401869,1,0.902764797507788,"Stroop_1","internal_consistency"
"128",0.8,0,2000,3,"trial","mean",0.68784,0.56843,0.77352,107,23183,216.663551401869,1,0.902764797507788,"Stroop_1","internal_consistency"
"129",0.9,0,2000,3,"trial","mean",0.68577,0.58427,0.77496,107,23183,216.663551401869,1,0.902764797507788,"Stroop_1","internal_consistency"
"130",0,100,2000,3,"trial","mean",0.69078,0.58859,0.77161,107,23160,216.448598130841,1,0.901869158878505,"Stroop_1","internal_consistency"
"131",0.8,100,2000,3,"trial","mean",0.69086,0.58159,0.77881,107,23160,216.448598130841,1,0.901869158878505,"Stroop_1","internal_consistency"
"132",0.9,100,2000,3,"trial","mean",0.69143,0.60267,0.77837,107,23160,216.448598130841,1,0.901869158878505,"Stroop_1","internal_consistency"
"133",0,200,2000,3,"trial","mean",0.67577,0.55399,0.77196,107,23141,216.271028037383,1,0.901129283489097,"Stroop_1","internal_consistency"
"134",0.8,200,2000,3,"trial","mean",0.67778,0.56729,0.76722,107,23141,216.271028037383,1,0.901129283489097,"Stroop_1","internal_consistency"
"135",0.9,200,2000,3,"trial","mean",0.67966,0.57195,0.76237,107,23141,216.271028037383,1,0.901129283489097,"Stroop_1","internal_consistency"
"136",0,0,3000,3,"trial","mean",0.67993,0.57172,0.76879,107,23249,217.280373831776,1,0.905334890965732,"Stroop_1","internal_consistency"
"137",0.8,0,3000,3,"trial","mean",0.67948,0.57392,0.76912,107,23249,217.280373831776,1,0.905334890965732,"Stroop_1","internal_consistency"
"138",0.9,0,3000,3,"trial","mean",0.67896,0.57923,0.76462,107,23249,217.280373831776,1,0.905334890965732,"Stroop_1","internal_consistency"
"139",0,100,3000,3,"trial","mean",0.68037,0.56984,0.7653,107,23226,217.065420560748,1,0.904439252336449,"Stroop_1","internal_consistency"
"140",0.8,100,3000,3,"trial","mean",0.68348,0.56763,0.78177,107,23226,217.065420560748,1,0.904439252336449,"Stroop_1","internal_consistency"
"141",0.9,100,3000,3,"trial","mean",0.68768,0.58139,0.77464,107,23226,217.065420560748,1,0.904439252336449,"Stroop_1","internal_consistency"
"142",0,200,3000,3,"trial","mean",0.67293,0.55673,0.76587,107,23207,216.88785046729,1,0.903699376947041,"Stroop_1","internal_consistency"
"143",0.8,200,3000,3,"trial","mean",0.6759,0.54979,0.76652,107,23207,216.88785046729,1,0.903699376947041,"Stroop_1","internal_consistency"
"144",0.9,200,3000,3,"trial","mean",0.66941,0.53942,0.7699,107,23207,216.88785046729,1,0.903699376947041,"Stroop_1","internal_consistency"
"145",0,0,2000,0,"subject","median",0.59606,0.45228,0.71459,107,23529,219.897196261682,1,0.916238317757009,"Stroop_1","internal_consistency"
"146",0.8,0,2000,0,"subject","median",0.60171,0.44751,0.7216,107,23529,219.897196261682,1,0.916238317757009,"Stroop_1","internal_consistency"
"147",0.9,0,2000,0,"subject","median",0.59891,0.44711,0.71461,107,23529,219.897196261682,1,0.916238317757009,"Stroop_1","internal_consistency"
"148",0,100,2000,0,"subject","median",0.62948,0.4761,0.75112,107,23506,219.682242990654,1,0.915342679127726,"Stroop_1","internal_consistency"
"149",0.8,100,2000,0,"subject","median",0.62922,0.46997,0.74722,107,23506,219.682242990654,1,0.915342679127726,"Stroop_1","internal_consistency"
"150",0.9,100,2000,0,"subject","median",0.63517,0.48256,0.74712,107,23506,219.682242990654,1,0.915342679127726,"Stroop_1","internal_consistency"
"151",0,200,2000,0,"subject","median",0.63045,0.50281,0.73217,107,23488,219.514018691589,1,0.914641744548287,"Stroop_1","internal_consistency"
"152",0.8,200,2000,0,"subject","median",0.62949,0.49358,0.73415,107,23488,219.514018691589,1,0.914641744548287,"Stroop_1","internal_consistency"
"153",0.9,200,2000,0,"subject","median",0.62336,0.48379,0.73005,107,23488,219.514018691589,1,0.914641744548287,"Stroop_1","internal_consistency"
"154",0,0,3000,0,"subject","median",0.61333,0.4603,0.73531,107,23619,220.738317757009,1,0.919742990654206,"Stroop_1","internal_consistency"
"155",0.8,0,3000,0,"subject","median",0.61559,0.47026,0.73158,107,23619,220.738317757009,1,0.919742990654206,"Stroop_1","internal_consistency"
"156",0.9,0,3000,0,"subject","median",0.61184,0.49078,0.73031,107,23619,220.738317757009,1,0.919742990654206,"Stroop_1","internal_consistency"
"157",0,100,3000,0,"subject","median",0.64924,0.51947,0.7581,107,23596,220.523364485981,1,0.918847352024922,"Stroop_1","internal_consistency"
"158",0.8,100,3000,0,"subject","median",0.64565,0.47416,0.75049,107,23596,220.523364485981,1,0.918847352024922,"Stroop_1","internal_consistency"
"159",0.9,100,3000,0,"subject","median",0.64684,0.49516,0.76086,107,23596,220.523364485981,1,0.918847352024922,"Stroop_1","internal_consistency"
"160",0,200,3000,0,"subject","median",0.64181,0.51623,0.73989,107,23578,220.355140186916,1,0.918146417445483,"Stroop_1","internal_consistency"
"161",0.8,200,3000,0,"subject","median",0.64487,0.51329,0.75126,107,23578,220.355140186916,1,0.918146417445483,"Stroop_1","internal_consistency"
"162",0.9,200,3000,0,"subject","median",0.64314,0.51369,0.75035,107,23578,220.355140186916,1,0.918146417445483,"Stroop_1","internal_consistency"
"163",0,0,2000,1,"subject","median",0.42206,0.20574,0.59101,107,17535,163.878504672897,1,0.682827102803738,"Stroop_1","internal_consistency"
"164",0.8,0,2000,1,"subject","median",0.41742,0.21339,0.58642,107,17535,163.878504672897,1,0.682827102803738,"Stroop_1","internal_consistency"
"165",0.9,0,2000,1,"subject","median",0.42263,0.19799,0.58382,107,17535,163.878504672897,1,0.682827102803738,"Stroop_1","internal_consistency"
"166",0,100,2000,1,"subject","median",0.46165,0.20771,0.65051,107,17508,163.626168224299,1,0.681775700934579,"Stroop_1","internal_consistency"
"167",0.8,100,2000,1,"subject","median",0.46509,0.21505,0.64012,107,17508,163.626168224299,1,0.681775700934579,"Stroop_1","internal_consistency"
"168",0.9,100,2000,1,"subject","median",0.46401,0.16375,0.64397,107,17508,163.626168224299,1,0.681775700934579,"Stroop_1","internal_consistency"
"169",0,200,2000,1,"subject","median",0.51732,0.33323,0.65499,107,17487,163.429906542056,1,0.680957943925234,"Stroop_1","internal_consistency"
"170",0.8,200,2000,1,"subject","median",0.51377,0.31573,0.64982,107,17487,163.429906542056,1,0.680957943925234,"Stroop_1","internal_consistency"
"171",0.9,200,2000,1,"subject","median",0.51373,0.33776,0.65702,107,17487,163.429906542056,1,0.680957943925234,"Stroop_1","internal_consistency"
"172",0,0,3000,1,"subject","median",0.55798,0.38759,0.68469,107,18157,169.691588785047,1,0.707048286604361,"Stroop_1","internal_consistency"
"173",0.8,0,3000,1,"subject","median",0.55493,0.3951,0.67986,107,18157,169.691588785047,1,0.707048286604361,"Stroop_1","internal_consistency"
"174",0.9,0,3000,1,"subject","median",0.55325,0.389,0.68945,107,18157,169.691588785047,1,0.707048286604361,"Stroop_1","internal_consistency"
"175",0,100,3000,1,"subject","median",0.58146,0.37577,0.72148,107,18133,169.467289719626,1,0.706113707165109,"Stroop_1","internal_consistency"
"176",0.8,100,3000,1,"subject","median",0.57466,0.35983,0.71672,107,18133,169.467289719626,1,0.706113707165109,"Stroop_1","internal_consistency"
"177",0.9,100,3000,1,"subject","median",0.57703,0.38921,0.70874,107,18133,169.467289719626,1,0.706113707165109,"Stroop_1","internal_consistency"
"178",0,200,3000,1,"subject","median",0.61263,0.47838,0.71683,107,18115,169.299065420561,1,0.70541277258567,"Stroop_1","internal_consistency"
"179",0.8,200,3000,1,"subject","median",0.61111,0.46073,0.71739,107,18115,169.299065420561,1,0.70541277258567,"Stroop_1","internal_consistency"
"180",0.9,200,3000,1,"subject","median",0.61796,0.4869,0.72437,107,18115,169.299065420561,1,0.70541277258567,"Stroop_1","internal_consistency"
"181",0,0,2000,2,"subject","median",0.57049,0.4249,0.68681,107,22443,209.747663551402,1,0.873948598130841,"Stroop_1","internal_consistency"
"182",0.8,0,2000,2,"subject","median",0.5683,0.41564,0.68399,107,22443,209.747663551402,1,0.873948598130841,"Stroop_1","internal_consistency"
"183",0.9,0,2000,2,"subject","median",0.56667,0.41347,0.69116,107,22443,209.747663551402,1,0.873948598130841,"Stroop_1","internal_consistency"
"184",0,100,2000,2,"subject","median",0.62214,0.46995,0.74037,107,22422,209.551401869159,1,0.873130841121495,"Stroop_1","internal_consistency"
